field,label,description,temporal,category,subcategory,identifier
1788-9,Alpha aminobutyrate [Mass/volume] in Serum or Plasma,Alpha aminobutyrate [Mass/volume] in Serum or Plasma,1,Laboratory,Alpha aminobutyrate|MCnc|Pt|ANYBldSerPlas,0
1789-7,Deprecated Alpha aminobutyrate [Mass/volume] in Serum,Deprecated Alpha aminobutyrate [Mass/volume] in Serum,1,Laboratory,Alpha aminobutyrate|MCnc|Pt|ANYBldSerPlas,0
6870-0,Alpha aminobutyrate [Mass/volume] in 24 hour Urine,Alpha aminobutyrate [Mass/volume] in 24 hour Urine,1,Laboratory,Alpha aminobutyrate|MCnc|Urine,0
1790-5,Alpha aminobutyrate [Mass/volume] in Urine,Alpha aminobutyrate [Mass/volume] in Urine,1,Laboratory,Alpha aminobutyrate|MCnc|Urine,0
26794-8,Alpha aminobutyrate [Presence] in 24 hour Urine,Alpha aminobutyrate [Presence] in 24 hour Urine,1,Laboratory,Alpha aminobutyrate|PrThr|Urine,0
16345-1,Alpha aminobutyrate [Presence] in Urine,Alpha aminobutyrate [Presence] in Urine,1,Laboratory,Alpha aminobutyrate|PrThr|Urine,0
25848-3,Alpha aminobutyrate [Moles/volume] in 24 hour Urine,Alpha aminobutyrate [Moles/volume] in 24 hour Urine,1,Laboratory,Alpha aminobutyrate|SCnc|Urine,0
27341-7,Alpha aminobutyrate [Moles/volume] in Urine,Alpha aminobutyrate [Moles/volume] in Urine,1,Laboratory,Alpha aminobutyrate|SCnc|Urine,0
16347-7,Alpha chlordane [Mass/volume] in Blood,Alpha chlordane [Mass/volume] in Blood,1,Laboratory,Alpha chlordane|MCnc|Pt|ANYBldSerPlas,0
11091-6,Alpha chlordane [Mass/volume] in Serum or Plasma,Alpha chlordane [Mass/volume] in Serum or Plasma,1,Laboratory,Alpha chlordane|MCnc|Pt|ANYBldSerPlas,0
53630-0,Alpha cortol/Creatinine [Mass Ratio] in 24 hour Urine,Alpha cortol/Creatinine [Mass Ratio] in 24 hour Urine,1,Laboratory,Alpha cortol/Creatinine|MRto|Urine,0
53631-8,Alpha cortol/Creatinine [Mass Ratio] in Urine,Alpha cortol/Creatinine [Mass Ratio] in Urine,1,Laboratory,Alpha cortol/Creatinine|MRto|Urine,0
73869-0,Alpha cortol [Moles/volume] in 24 hour Urine,Alpha cortol [Moles/volume] in 24 hour Urine,1,Laboratory,Alpha cortol|SCnc|Urine,0
73868-2,Alpha cortol [Moles/volume] in Urine,Alpha cortol [Moles/volume] in Urine,1,Laboratory,Alpha cortol|SCnc|Urine,0
73872-4,Alpha cortolone [Moles/volume] in 24 hour Urine,Alpha cortolone [Moles/volume] in 24 hour Urine,1,Laboratory,Alpha cortolone|SCnc|Urine,0
73871-6,Alpha cortolone [Moles/volume] in Urine,Alpha cortolone [Moles/volume] in Urine,1,Laboratory,Alpha cortolone|SCnc|Urine,0
17839-2,Alpha fucosidase [Enzymatic activity/volume] in Blood,Alpha fucosidase [Enzymatic activity/volume] in Blood,1,Laboratory,Alpha fucosidase|CCnc|Pt|ANYBldSerPlas,0
24045-7,Alpha fucosidase [Enzymatic activity/volume] in Serum or Plasma,Alpha fucosidase [Enzymatic activity/volume] in Serum or Plasma,1,Laboratory,Alpha fucosidase|CCnc|Pt|ANYBldSerPlas,0
59599-1,Alpha hydroxyalprazolam [Mass/volume] in Blood,Alpha hydroxyalprazolam [Mass/volume] in Blood,1,Laboratory,Alpha hydroxyalprazolam|MCnc|Pt|ANYBldSerPlas,0
27921-6,Alpha hydroxyalprazolam [Mass/volume] in Serum or Plasma,Alpha hydroxyalprazolam [Mass/volume] in Serum or Plasma,1,Laboratory,Alpha hydroxyalprazolam|MCnc|Pt|ANYBldSerPlas,0
53416-4,Alpha naphthylesterase [Enzymatic activity/volume] in Blood,Alpha naphthylesterase [Enzymatic activity/volume] in Blood,1,Laboratory,Alpha naphthylesterase|CCnc|Pt|ANYBldSerPlas,0
1821-8,Alpha naphthylesterase [Enzymatic activity/volume] in Serum,Alpha naphthylesterase [Enzymatic activity/volume] in Serum,1,Laboratory,Alpha naphthylesterase|CCnc|Pt|ANYBldSerPlas,0
44076-8,Alpha tocopherol and Beta+gamma tocopherol [Interpretation] in Serum or Plasma,Alpha tocopherol and Beta+gamma tocopherol [Interpretation] in Serum or Plasma,1,Laboratory,Alpha tocopherol & Beta+gamma tocopherol|Imp|Pt|ANYBldSerPlas,0
49245-4,Alpha tocopherol and Beta+gamma tocopherol [Interpretation] in Serum or Plasma Narrative,Alpha tocopherol and Beta+gamma tocopherol [Interpretation] in Serum or Plasma Narrative,1,Laboratory,Alpha tocopherol & Beta+gamma tocopherol|Imp|Pt|ANYBldSerPlas,0
41274-2,Alpha-1-Fetoprotein interpretation in Serum or Plasma,Alpha-1-Fetoprotein interpretation in Serum or Plasma,1,Laboratory,Alpha-1-Fetoprotein interpretation|Imp|Pt|ANYBldSerPlas,0
49246-2,Alpha-1-Fetoprotein interpretation in Serum or Plasma Narrative,Alpha-1-Fetoprotein interpretation in Serum or Plasma Narrative,1,Laboratory,Alpha-1-Fetoprotein interpretation|Imp|Pt|ANYBldSerPlas,0
19176-7,Alpha-1-Fetoprotein [Units/volume] in Serum or Plasma,Alpha-1-Fetoprotein [Units/volume] in Serum or Plasma,1,Laboratory,Alpha-1-Fetoprotein|ACnc|Pt|ANYBldSerPlas,0
83072-9,Alpha-1-Fetoprotein [Units/volume] in Serum or Plasma by Immunoassay,Alpha-1-Fetoprotein [Units/volume] in Serum or Plasma by Immunoassay,1,Laboratory,Alpha-1-Fetoprotein|ACnc|Pt|ANYBldSerPlas,0
1834-1,Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma,Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma,1,Laboratory,Alpha-1-Fetoprotein|MCnc|Pt|ANYBldSerPlas,0
83073-7,Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma by Immunoassay,Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma by Immunoassay,1,Laboratory,Alpha-1-Fetoprotein|MCnc|Pt|ANYBldSerPlas,0
17840-0,Alpha-L-iduronidase [Enzymatic activity/volume] in Blood,Alpha-L-iduronidase [Enzymatic activity/volume] in Blood,1,Laboratory,Alpha-L-iduronidase|CCnc|Pt|ANYBldSerPlas,0
75053-9,Alpha-L-iduronidase [Enzymatic activity/volume] in Serum or Plasma,Alpha-L-iduronidase [Enzymatic activity/volume] in Serum or Plasma,1,Laboratory,Alpha-L-iduronidase|CCnc|Pt|ANYBldSerPlas,0
1837-4,Alpha-N-acetylglucosaminidase [Enzymatic activity/volume] in Serum or Plasma,Alpha-N-acetylglucosaminidase [Enzymatic activity/volume] in Serum or Plasma,1,Laboratory,Alpha-N-acetylglucosaminidase|CCnc|Pt|ANYBldSerPlas,0
24090-3,Deprecated Alpha-N-acetylglucosaminidase [Enzymatic activity/volume] in Serum or Plasma,Deprecated Alpha-N-acetylglucosaminidase [Enzymatic activity/volume] in Serum or Plasma,1,Laboratory,Alpha-N-acetylglucosaminidase|CCnc|Pt|ANYBldSerPlas,0
10977-7,Alprazolam [Mass/volume] in Blood,Alprazolam [Mass/volume] in Blood,1,Laboratory,Alprazolam|MCnc|Pt|ANYBldSerPlas,0
3312-6,Alprazolam [Mass/volume] in Serum or Plasma,Alprazolam [Mass/volume] in Serum or Plasma,1,Laboratory,Alprazolam|MCnc|Pt|ANYBldSerPlas,0
5574-9,Aluminum [Mass/volume] in Serum or Plasma,Aluminum [Mass/volume] in Serum or Plasma,1,Laboratory,Aluminum|MCnc|Pt|ANYBldSerPlas,0
5576-4,Deprecated Aluminum [Mass/volume] in Serum,Deprecated Aluminum [Mass/volume] in Serum,1,Laboratory,Aluminum|MCnc|Pt|ANYBldSerPlas,0
82463-1,Aluminum [Moles/volume] in Blood,Aluminum [Moles/volume] in Blood,1,Laboratory,Aluminum|SCnc|Pt|ANYBldSerPlas,0
14593-8,Aluminum [Moles/volume] in Serum or Plasma,Aluminum [Moles/volume] in Serum or Plasma,1,Laboratory,Aluminum|SCnc|Pt|ANYBldSerPlas,0
72817-0,AM-2201 4-hydroxypentyl (synthetic cannabinoid metabolite) [Mass/volume] in Urine by Confirmatory method,AM-2201 4-hydroxypentyl (synthetic cannabinoid metabolite) [Mass/volume] in Urine by Confirmatory method,1,Laboratory,AM-2201 4-hydroxypentyl|ANYProp|ANYTm|ANYSys|ANYMeth,0
73925-0,AM-2201 4-hydroxypentyl (synthetic cannabinoid metabolite) [Presence] in Blood,AM-2201 4-hydroxypentyl (synthetic cannabinoid metabolite) [Presence] in Blood,1,Laboratory,AM-2201 4-hydroxypentyl|ANYProp|ANYTm|ANYSys|ANYMeth,0
72463-3,AM-2201 4-hydroxypentyl (synthetic cannabinoid metabolite) [Presence] in Urine by Confirmatory method,AM-2201 4-hydroxypentyl (synthetic cannabinoid metabolite) [Presence] in Urine by Confirmatory method,1,Laboratory,AM-2201 4-hydroxypentyl|ANYProp|ANYTm|ANYSys|ANYMeth,0
60053-6,Amiloride [Mass/volume] in Blood,Amiloride [Mass/volume] in Blood,1,Laboratory,Amiloride|MCnc|Pt|ANYBldSerPlas,0
3322-5,Amiloride [Mass/volume] in Serum or Plasma,Amiloride [Mass/volume] in Serum or Plasma,1,Laboratory,Amiloride|MCnc|Pt|ANYBldSerPlas,0
13500-4,Amino acid pattern [Interpretation] in Serum or Plasma,Amino acid pattern [Interpretation] in Serum or Plasma,1,Laboratory,Amino acid pattern|Imp|Pt|ANYBldSerPlas,0
49247-0,Amino acid pattern [Interpretation] in Serum or Plasma Narrative,Amino acid pattern [Interpretation] in Serum or Plasma Narrative,1,Laboratory,Amino acid pattern|Imp|Pt|ANYBldSerPlas,0
32296-6,Amino acid pattern [Interpretation] in Urine,Amino acid pattern [Interpretation] in Urine,1,Laboratory,Amino acid pattern|Imp|Urine,0
49248-8,Amino acid pattern [Interpretation] in Urine Narrative,Amino acid pattern [Interpretation] in Urine Narrative,1,Laboratory,Amino acid pattern|Imp|Urine,0
20671-4,Deprecated Amino acids [interpretation] in Serum or Plasma,Deprecated Amino acids [interpretation] in Serum or Plasma,1,Laboratory,Amino acids|Imp|Pt|ANYBldSerPlas,0
49249-6,Deprecated Amino acids [interpretation] in Serum or Plasma Narrative,Deprecated Amino acids [interpretation] in Serum or Plasma Narrative,1,Laboratory,Amino acids|Imp|Pt|ANYBldSerPlas,0
32297-4,Deprecated Amino acids [interpretation] in Urine,Deprecated Amino acids [interpretation] in Urine,1,Laboratory,Amino acids|Imp|Urine,0
49250-4,Deprecated Amino acids [interpretation] in Urine Narrative,Deprecated Amino acids [interpretation] in Urine Narrative,1,Laboratory,Amino acids|Imp|Urine,0
27336-7,Amino acids [Identifier] in Blood,Amino acids [Identifier] in Blood,1,Laboratory,Amino acids|Prid|Pt|ANYBldSerPlas,0
12468-5,Amino acids [Identifier] in Serum or Plasma,Amino acids [Identifier] in Serum or Plasma,1,Laboratory,Amino acids|Prid|Pt|ANYBldSerPlas,0
18191-7,Amino acids [Identifier] in 24 hour Urine,Amino acids [Identifier] in 24 hour Urine,1,Laboratory,Amino acids|Prid|Urine,0
12467-7,Amino acids [Identifier] in Urine,Amino acids [Identifier] in Urine,1,Laboratory,Amino acids|Prid|Urine,0
28591-6,Amino beta guanidinopropionate/Creatinine [Ratio] in Urine,Amino beta guanidinopropionate/Creatinine [Ratio] in Urine,1,Laboratory,Amino beta guanidinopropionate/Creatinine|Ratio|Urine,0
28611-2,Deprecated Amino beta guanidinopropionate/Creatinine [Ratio] in Urine,Deprecated Amino beta guanidinopropionate/Creatinine [Ratio] in Urine,1,Laboratory,Amino beta guanidinopropionate/Creatinine|Ratio|Urine,0
39582-2,Amino beta guanidinopropionate/Creatinine [Molar ratio] in 24 hour Urine,Amino beta guanidinopropionate/Creatinine [Molar ratio] in 24 hour Urine,1,Laboratory,Amino beta guanidinopropionate/Creatinine|SRto|Urine,0
27254-2,Amino beta guanidinopropionate/Creatinine [Molar ratio] in Urine,Amino beta guanidinopropionate/Creatinine [Molar ratio] in Urine,1,Laboratory,Amino beta guanidinopropionate/Creatinine|SRto|Urine,0
13364-5,Amino beta guanidinopropionate [Mass/volume] in Plasma,Amino beta guanidinopropionate [Mass/volume] in Plasma,1,Laboratory,Amino beta guanidinopropionate|MCnc|Pt|ANYBldSerPlas,0
16356-8,Deprecated Amino beta guanidinopropionate [Mass/volume] in Plasma,Deprecated Amino beta guanidinopropionate [Mass/volume] in Plasma,1,Laboratory,Amino beta guanidinopropionate|MCnc|Pt|ANYBldSerPlas,0
12472-7,Amino beta guanidinopropionate [Mass/volume] in 24 hour Urine,Amino beta guanidinopropionate [Mass/volume] in 24 hour Urine,1,Laboratory,Amino beta guanidinopropionate|MCnc|Urine,0
12471-9,Amino beta guanidinopropionate [Mass/volume] in Urine,Amino beta guanidinopropionate [Mass/volume] in Urine,1,Laboratory,Amino beta guanidinopropionate|MCnc|Urine,0
16354-3,Deprecated Amino beta guanidinopropionate [Mass/volume] in Urine,Deprecated Amino beta guanidinopropionate [Mass/volume] in Urine,1,Laboratory,Amino beta guanidinopropionate|MCnc|Urine,0
26700-5,Amino beta guanidinopropionate [Moles/time] in 24 hour Urine,Amino beta guanidinopropionate [Moles/time] in 24 hour Urine,1,Laboratory,Amino beta guanidinopropionate|SRat|Urine,0
26883-9,Deprecated Amino beta guanidinopropionate [Molecules/time] in 24 hour Urine,Deprecated Amino beta guanidinopropionate [Molecules/time] in 24 hour Urine,1,Laboratory,Amino beta guanidinopropionate|SRat|Urine,0
60054-4,Amiodarone [Mass/volume] in Blood,Amiodarone [Mass/volume] in Blood,1,Laboratory,Amiodarone|MCnc|Pt|ANYBldSerPlas,0
3330-8,Amiodarone [Mass/volume] in Serum or Plasma,Amiodarone [Mass/volume] in Serum or Plasma,1,Laboratory,Amiodarone|MCnc|Pt|ANYBldSerPlas,0
3331-6,Amiodarone+Desethylamiodarone [Mass/volume] in Serum or Plasma,Amiodarone+Desethylamiodarone [Mass/volume] in Serum or Plasma,1,Laboratory,Amiodarone+Desethylamiodarone|MCnc|Pt|ANYBldSerPlas,0
16359-2,Deprecated Amiodarone+Desethylamiodarone [Mass/volume] in Serum or Plasma,Deprecated Amiodarone+Desethylamiodarone [Mass/volume] in Serum or Plasma,1,Laboratory,Amiodarone+Desethylamiodarone|MCnc|Pt|ANYBldSerPlas,0
80129-0,Amisulpride [Mass/volume] in Blood,Amisulpride [Mass/volume] in Blood,1,Laboratory,Amisulpride|MCnc|Pt|ANYBldSerPlas,0
85384-6,Amisulpride [Mass/volume] in Serum or Plasma,Amisulpride [Mass/volume] in Serum or Plasma,1,Laboratory,Amisulpride|MCnc|Pt|ANYBldSerPlas,0
78786-1,Amitriptyline [Mass/volume] in Blood,Amitriptyline [Mass/volume] in Blood,1,Laboratory,Amitriptyline|MCnc|Pt|ANYBldSerPlas,0
3333-2,Amitriptyline [Mass/volume] in Serum or Plasma,Amitriptyline [Mass/volume] in Serum or Plasma,1,Laboratory,Amitriptyline|MCnc|Pt|ANYBldSerPlas,0
78787-9,Amlodipine [Mass/volume] in Blood,Amlodipine [Mass/volume] in Blood,1,Laboratory,Amlodipine|MCnc|Pt|ANYBldSerPlas,0
28064-4,Amlodipine [Mass/volume] in Serum or Plasma,Amlodipine [Mass/volume] in Serum or Plasma,1,Laboratory,Amlodipine|MCnc|Pt|ANYBldSerPlas,0
32664-5,Ammonia [Mass/volume] in Blood,Ammonia [Mass/volume] in Blood,1,Laboratory,Ammonia|MCnc|Pt|ANYBldSerPlas,0
22763-7,Ammonia [Mass/volume] in Plasma,Ammonia [Mass/volume] in Plasma,1,Laboratory,Ammonia|MCnc|Pt|ANYBldSerPlas,0
20684-7,Ammonia [Mass/volume] in Serum,Ammonia [Mass/volume] in Serum,1,Laboratory,Ammonia|MCnc|Pt|ANYBldSerPlas,0
27039-7,Ammonia [Mass/volume] in 24 hour Urine,Ammonia [Mass/volume] in 24 hour Urine,1,Laboratory,Ammonia|MCnc|Urine,0
20682-1,Ammonia [Mass/volume] in Urine,Ammonia [Mass/volume] in Urine,1,Laboratory,Ammonia|MCnc|Urine,0
1839-0,Ammonia [Moles/volume] in Blood,Ammonia [Moles/volume] in Blood,1,Laboratory,Ammonia|SCnc|Pt|ANYBldSerPlas,0
16362-6,Ammonia [Moles/volume] in Plasma,Ammonia [Moles/volume] in Plasma,1,Laboratory,Ammonia|SCnc|Pt|ANYBldSerPlas,0
1841-6,Ammonia [Moles/volume] in Serum,Ammonia [Moles/volume] in Serum,1,Laboratory,Ammonia|SCnc|Pt|ANYBldSerPlas,0
25850-9,Ammonia [Moles/volume] in 24 hour Urine,Ammonia [Moles/volume] in 24 hour Urine,1,Laboratory,Ammonia|SCnc|Urine,0
1842-4,Ammonia [Moles/volume] in Urine,Ammonia [Moles/volume] in Urine,1,Laboratory,Ammonia|SCnc|Urine,0
1844-0,Ammonium ion [Moles/volume] in Arterial blood,Ammonium ion [Moles/volume] in Arterial blood,1,Laboratory,Ammonium ion|SCnc|Pt|ANYBldSerPlas,0
1845-7,Ammonium ion [Moles/volume] in Plasma,Ammonium ion [Moles/volume] in Plasma,1,Laboratory,Ammonium ion|SCnc|Pt|ANYBldSerPlas,0
26920-9,Amobarbital [Mass/mass] in Hair,Amobarbital [Mass/mass] in Hair,1,Laboratory,Amobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
27324-3,Amobarbital [Mass/mass] in Meconium,Amobarbital [Mass/mass] in Meconium,1,Laboratory,Amobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
27245-0,Amobarbital [Mass/mass] in Stool,Amobarbital [Mass/mass] in Stool,1,Laboratory,Amobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
72399-9,Amobarbital [Mass/volume] in Blood by Confirmatory method,Amobarbital [Mass/volume] in Blood by Confirmatory method,1,Laboratory,Amobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
79227-5,Amobarbital [Mass/volume] in Body fluid,Amobarbital [Mass/volume] in Body fluid,1,Laboratory,Amobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
16364-2,Amobarbital [Mass/volume] in Gastric fluid,Amobarbital [Mass/volume] in Gastric fluid,1,Laboratory,Amobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
72455-9,Amobarbital [Mass/volume] in Saliva (oral fluid) by Confirmatory method,Amobarbital [Mass/volume] in Saliva (oral fluid) by Confirmatory method,1,Laboratory,Amobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
3338-1,Amobarbital [Mass/volume] in Serum or Plasma,Amobarbital [Mass/volume] in Serum or Plasma,1,Laboratory,Amobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
82973-9,"Amobarbital [Mass/volume] in Serum, Plasma or Blood by Confirmatory method","Amobarbital [Mass/volume] in Serum, Plasma or Blood by Confirmatory method",1,Laboratory,Amobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
11230-0,Amobarbital [Mass/volume] in Urine,Amobarbital [Mass/volume] in Urine,1,Laboratory,Amobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
16239-6,Amobarbital [Mass/volume] in Urine by Confirmatory method,Amobarbital [Mass/volume] in Urine by Confirmatory method,1,Laboratory,Amobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
26687-4,Amobarbital [Mass/volume] in Vitreous fluid,Amobarbital [Mass/volume] in Vitreous fluid,1,Laboratory,Amobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
59866-4,Amobarbital [Moles/volume] in Gastric fluid,Amobarbital [Moles/volume] in Gastric fluid,1,Laboratory,Amobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
25309-6,Amobarbital [Moles/volume] in Serum or Plasma,Amobarbital [Moles/volume] in Serum or Plasma,1,Laboratory,Amobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
60284-7,Amobarbital [Moles/volume] in Unspecified specimen,Amobarbital [Moles/volume] in Unspecified specimen,1,Laboratory,Amobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
59865-6,Amobarbital [Moles/volume] in Urine,Amobarbital [Moles/volume] in Urine,1,Laboratory,Amobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
12485-9,Amobarbital [Presence] in Gastric fluid,Amobarbital [Presence] in Gastric fluid,1,Laboratory,Amobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
72631-5,Amobarbital [Presence] in Saliva (oral fluid) by Confirmatory method,Amobarbital [Presence] in Saliva (oral fluid) by Confirmatory method,1,Laboratory,Amobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
3337-3,Amobarbital [Presence] in Serum or Plasma,Amobarbital [Presence] in Serum or Plasma,1,Laboratory,Amobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
12494-1,Amobarbital [Presence] in Stool,Amobarbital [Presence] in Stool,1,Laboratory,Amobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
32049-9,Amobarbital [Presence] in Unspecified specimen,Amobarbital [Presence] in Unspecified specimen,1,Laboratory,Amobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
3339-9,Amobarbital [Presence] in Urine,Amobarbital [Presence] in Urine,1,Laboratory,Amobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
16190-1,Amobarbital [Presence] in Urine by Confirmatory method,Amobarbital [Presence] in Urine by Confirmatory method,1,Laboratory,Amobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
19339-1,Amobarbital [Presence] in Urine by Screen method,Amobarbital [Presence] in Urine by Screen method,1,Laboratory,Amobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
14601-9,Amoxapine+8-Hydroxyamoxapine [Moles/volume] in Serum or Plasma,Amoxapine+8-Hydroxyamoxapine [Moles/volume] in Serum or Plasma,1,Laboratory,Amoxapine+8-Hydroxyamoxapine|SCnc|Pt|ANYBldSerPlas,0
14602-7,Deprecated Amoxapine+8-Hydroxyamoxapine [Molecules/volume] in Serum or Plasma,Deprecated Amoxapine+8-Hydroxyamoxapine [Molecules/volume] in Serum or Plasma,1,Laboratory,Amoxapine+8-Hydroxyamoxapine|SCnc|Pt|ANYBldSerPlas,0
80134-0,Amphetamine [Mass/mass] in Hair by Confirmatory method,Amphetamine [Mass/mass] in Hair by Confirmatory method,1,Laboratory,Amphetamine|ANYProp|ANYTm|ANYSys|ANYMeth,0
26959-7,Amphetamine [Mass/mass] in Meconium,Amphetamine [Mass/mass] in Meconium,1,Laboratory,Amphetamine|ANYProp|ANYTm|ANYSys|ANYMeth,0
26791-4,Amphetamine [Mass/mass] in Stool,Amphetamine [Mass/mass] in Stool,1,Laboratory,Amphetamine|ANYProp|ANYTm|ANYSys|ANYMeth,0
42576-9,Amphetamine [Mass/volume] in Blood by Confirmatory method,Amphetamine [Mass/volume] in Blood by Confirmatory method,1,Laboratory,Amphetamine|ANYProp|ANYTm|ANYSys|ANYMeth,0
80135-7,Amphetamine [Mass/volume] in Body fluid by Confirmatory method,Amphetamine [Mass/volume] in Body fluid by Confirmatory method,1,Laboratory,Amphetamine|ANYProp|ANYTm|ANYSys|ANYMeth,0
72758-6,Amphetamine [Mass/volume] in Saliva (oral fluid) by Confirmatory method,Amphetamine [Mass/volume] in Saliva (oral fluid) by Confirmatory method,1,Laboratory,Amphetamine|ANYProp|ANYTm|ANYSys|ANYMeth,0
30112-7,Amphetamine [Mass/volume] in Serum or Plasma,Amphetamine [Mass/volume] in Serum or Plasma,1,Laboratory,Amphetamine|ANYProp|ANYTm|ANYSys|ANYMeth,0
29592-3,Amphetamine [Mass/volume] in Serum or Plasma by Confirmatory method,Amphetamine [Mass/volume] in Serum or Plasma by Confirmatory method,1,Laboratory,Amphetamine|ANYProp|ANYTm|ANYSys|ANYMeth,0
